City,city_population,density,pct_men,pct_women,pct_hispanic,pct_white,pct_black,pct_native,pct_asian,pct_pacific,pct_unemployed,pct_professional,pct_service,pct_office,pct_construction,pct_production,pct_drive,pct_carpool,pct_transit,pct_walk,pct_other_transportation,pct_work_at_home,pct_private_work,pct_public_work,pct_self_employed,pct_family_work,avg_income,income_error,income_per_cap,income_per_cap_err,mean_commute,covid_cases_per_100k,LTM_mean_temp,LTM_mean_percipitation,LTM_min_temp,LTM_max_temp,age29andunder_pct,age65andolder_pct,rural_pct,ruralurban_cc,rep_pct,dem_pct,crime_per_100,avg_propty_tax
"North Port, Florida",70724,274,47.7542924,52.2457076,8.8,83.5,4.5,0.2,1.6,0,5.7,34.2,21.8,26.7,9.6,7.7,83.1,6.7,0.7,0.9,2,6.6,81.6,9.6,8.6,0.2,55236,1026,37054,701,23.6,2200.380892,75.5,52.54,65,85.9,25.09051257,34.00207532,4.320486602,2,54.32479274,42.72623689,0.029682083,6398.42092
"Sarasota, Florida",58285,1528,47.7542924,52.2457076,8.8,83.5,4.5,0.2,1.6,0,5.7,34.2,21.8,26.7,9.6,7.7,83.1,6.7,0.7,0.9,2,6.6,81.6,9.6,8.6,0.2,55236,1026,37054,701,23.6,1591.327052,75.5,52.54,65,85.9,25.09051257,34.00207532,4.320486602,2,54.32479274,42.72623689,0.091555085,6398.42092
"Quincy, Massachusetts",94470,2200,47.9899595,52.0100405,4.2,76.7,6.3,0.1,10.3,0,5.5,52.8,14,21.6,5.6,6,68.5,7.1,14.4,3.6,1.5,4.9,83.2,11.1,5.5,0.1,95668,1134,49816,567,33.9,1591.327052,51.7,45.44,41.9,61.6,36.49977286,15.69808657,1.240366699,1,33.11271649,61.3501972,0.036041037,7307.642234
"Portsmouth, Virginia",94398,1094,48.2226595,51.7773405,4.1,38.3,52.1,0.4,1.2,0.1,9.7,29.8,20.6,24,11.7,13.9,82.2,7.9,2.2,3.6,1.9,2.1,69.9,25.1,4.9,0.1,48727,1587,24291,486,24.1,2801.53636,62.7,54.72,54.3,71.1,42.34368332,13.79812847,0,1,29.5735583,65.86617358,0.108034252,3509.737826
"Lynn, Massachusetts",94299,3388,48.1898796,51.8101204,19.6,72,3.1,0.1,3.4,0,6,41.2,18.7,22.5,7,10.6,74.2,8.5,5.9,3.3,2.4,5.7,82,11.7,6.1,0.2,73533,773,38604,455,29.8,2801.53636,50.2,41.93,41,59.4,37.39747999,15.58811067,4.24404468,1,35.88509693,58.52296061,0.055160719,6700.051014
"Lawrence, Massachusetts",80028,4458,48.1898796,51.8101204,19.6,72,3.1,0.1,3.4,0,6,41.2,18.7,22.5,7,10.6,74.2,8.5,5.9,3.3,2.4,5.7,82,11.7,6.1,0.2,73533,773,38604,455,29.8,2801.53636,50.2,41.93,41,59.4,37.39747999,15.58811067,4.24404468,1,35.88509693,58.52296061,0.056796653,6700.051014
"Haverhill, Massachusetts",64014,748,48.1898796,51.8101204,19.6,72,3.1,0.1,3.4,0,6,41.2,18.7,22.5,7,10.6,74.2,8.5,5.9,3.3,2.4,5.7,82,11.7,6.1,0.2,73533,773,38604,455,29.8,2801.53636,50.2,41.93,41,59.4,37.39747999,15.58811067,4.24404468,1,35.88509693,58.52296061,0.045218221,6700.051014
"Peabody, Massachusetts",53070,1262,48.1898796,51.8101204,19.6,72,3.1,0.1,3.4,0,6,41.2,18.7,22.5,7,10.6,74.2,8.5,5.9,3.3,2.4,5.7,82,11.7,6.1,0.2,73533,773,38604,455,29.8,2801.53636,50.2,41.93,41,59.4,37.39747999,15.58811067,4.24404468,1,35.88509693,58.52296061,0.019183286,6700.051014
"Yakima, Washington",93637,1300,50.0924363,49.9075637,48.4,44.3,0.7,3.6,0.9,0.1,7.5,24.6,16.8,19.7,21.9,16.9,78.6,14.2,0.6,1.6,1.3,3.7,79.8,14.8,5.2,0.2,47470,1167,21510,581,18.9,3231.454409,47.4,20.58,36.6,58.2,46.58774795,12.74825279,23.51920602,3,53.67845659,40.24565916,0.114298812,3860.638215
"Greenville, North Carolina",93400,1012,47.2048458,52.7951542,6,55.1,34.3,0.2,1.7,0,10.1,37.4,21.1,22.7,7.2,11.6,84,8.1,1.1,1.7,1.1,4,77.2,18.5,4.2,0.1,43526,1420,25462,753,20.6,1625.956804,62.9,56.71,52.9,72.8,47.94233514,11.36283186,25.43592549,3,44.32178027,51.93785935,0.078253616,3092.340527
"Lawton, Oklahoma",93025,441,51.8055352,48.1944648,12.7,56.8,16.3,4.7,2.2,0.5,8.8,34.1,20.5,22.8,9.5,13.2,72.2,12.7,0.8,2.6,1.6,10.2,66.8,27.5,5.5,0.1,49569,1661,25186,962,16.7,1473.433016,61.8,35.67,49.9,73.7,46.49189697,11.05768845,21.79003691,3,58.90861074,35.20144945,0.101527877,2569.113215
"Asheville, North Carolina",92870,786,47.9656556,52.0343444,6.4,83.7,6.1,0.4,1.2,0.1,4.7,39.6,18.9,22.8,8.7,10.1,79.5,8.2,0.6,2.1,1,8.5,79.7,11.8,8.3,0.2,48464,1288,29590,671,20.1,2278.756796,55.2,66.68,45.2,65.2,34.29423618,18.03312116,24.07959113,2,40.09874269,54.30271974,0.10362572,3678.947189
"Daytona Beach, Florida",69186,406,48.7122585,51.2877415,12.9,72.9,10.2,0.3,1.8,0,6.7,31.3,20.8,26.8,10.9,10.2,80.5,8.9,1.1,1.2,2.6,5.8,82.7,11.5,5.6,0.1,43838,781,25871,544,25.4,2278.756796,73.6,57.6,64.5,82.8,32.42013602,23.20137195,9.94332714,2,54.81946878,41.81830727,0.147216755,4875.057912
"Port Orange, Florida",64842,933,48.7122585,51.2877415,12.9,72.9,10.2,0.3,1.8,0,6.7,31.3,20.8,26.8,10.9,10.2,80.5,8.9,1.1,1.2,2.6,5.8,82.7,11.5,5.6,0.1,43838,781,25871,544,25.4,931.1476143,73.6,57.6,64.5,82.8,32.42013602,23.20137195,9.94332714,2,54.81946878,41.81830727,0.040965359,4875.057912
"Redding, California",92590,599,49.0462164,50.9537836,9.6,80.4,1.1,2.2,2.9,0.1,6.8,31.7,21.9,26.3,10.5,9.5,82,7.5,0.6,2.2,1.9,5.8,73.3,16.5,10,0.2,47258,1104,26455,578,19.9,706.5028345,56.8,27.36,43.7,70,36.32523936,19.28828085,29.28626646,3,64.67964973,27.85779421,0.097402739,3906.888859
"Bellingham, Washington",92314,1287,49.5426299,50.4573701,9,79.8,0.9,2.8,4,0.3,6.8,35.3,19.8,22.9,9.9,12.1,75.2,9.1,2.5,4.5,2.7,5.9,75.5,17.4,6.9,0.2,56419,1506,29186,588,21,2531.314944,44.8,73.71,37.3,52.3,41.33286288,15.47091723,25.87352093,3,37.01822691,55.01809926,0.099421263,5126.276722
"Suffolk, Virginia",92108,89,48.3709415,51.6290585,4,49.7,41.2,0.1,1.6,0,6.7,39.1,17.4,22.4,9.2,12,85.5,8.7,0.2,1.2,1.1,3.4,72,23.7,4.2,0.2,68089,1784,31239,876,28.4,2399.908817,61.4,59.99,51.3,71.6,39.61360425,12.97481076,21.63267719,1,41.64199815,53.83903793,0.055994579,3896.051441
"Conroe, Texas",91079,488,49.5217559,50.4782441,23,67.9,4.5,0.1,2.8,0.1,4.9,39.8,15.3,24,10.5,10.5,82.1,9.1,1.2,0.9,1.2,5.5,81.1,10.7,8.1,0.1,74323,1461,38012,871,32.7,2821.068939,69.7,45.9,59.4,80.1,41.18153837,12.06478185,22.72559715,1,73.45576449,22.39874506,0.074856665,7492.614145
"New Braunfels, Texas",90209,770,49.3663826,50.6336174,26.8,68.7,2,0.1,1,0,3.8,39,14.7,27.3,10,9,80.7,8.5,0.2,1.6,1.4,7.6,78.7,12.8,8,0.4,73655,1751,35841,827,30.6,1834.975956,68.9,30.7,57.2,80.6,35.92172835,17.33261426,46.14554908,1,72.59159188,22.89877449,0.062542795,6028.808716
"St. George, Utah",89587,449,49.6075898,50.3924102,10.1,84.9,0.6,1,0.7,0.8,5.2,30.9,20.2,27.6,9.8,11.4,78,11.4,0.5,2,2,6.1,81.2,13.1,5.5,0.2,55175,1757,25415,1109,18.1,2691.083262,57.1,14.27,44.6,69.7,43.18993939,19.56317164,15.21340912,3,68.83139938,16.6034569,0.036432286,2778.952583
"Champaign, Illinois",88909,1503,49.9374838,50.0625162,5.7,68.3,13,0.1,10.3,0.1,5.2,45.3,17.8,20.8,5.6,10.5,69.4,8.4,6.5,7.8,3.3,4.4,67.5,27.3,5.1,0.1,49586,1516,28463,692,17.9,2549.108708,51.9,42.24,42,61.9,50.67289991,11.07741498,12.71030082,3,36.41681582,54.71799013,0.063447436,5727.649124
"O'Fallon, Missouri",88673,1149,49.1710268,50.8289732,3.2,87.7,4.2,0.1,2.3,0,3.6,42.8,14.4,26,7.3,9.5,86.1,6.4,0.2,0.9,0.8,5.6,87.2,8.8,3.9,0.1,78380,1216,35628,527,25.5,2549.108708,55.6,47.34,45.5,65.7,39.28909903,13.24501917,5.830478383,1,60.52088257,34.14143927,0.024581781,4159.154215
"St. Charles, Missouri",71028,1104,49.1710268,50.8289732,3.2,87.7,4.2,0.1,2.3,0,3.6,42.8,14.4,26,7.3,9.5,86.1,6.4,0.2,0.9,0.8,5.6,87.2,8.8,3.9,0.1,78380,1216,35628,527,25.5,2549.108708,55.6,47.34,45.5,65.7,39.28909903,13.24501917,5.830478383,1,60.52088257,34.14143927,0.051891467,4159.154215
"St. Peters, Missouri",58212,1003,49.1710268,50.8289732,3.2,87.7,4.2,0.1,2.3,0,3.6,42.8,14.4,26,7.3,9.5,86.1,6.4,0.2,0.9,0.8,5.6,87.2,8.8,3.9,0.1,78380,1216,35628,527,25.5,1949.939832,55.6,47.34,45.5,65.7,39.28909903,13.24501917,5.830478383,1,60.52088257,34.14143927,0.045482494,4159.154215
"Reading, Pennsylvania",88375,3466,49.1655836,50.8344164,19.6,73.2,4.1,0.1,1.4,0,7.3,31.8,16.7,23.3,8.7,19.4,79.8,9.8,1.6,3.3,1.6,3.9,85.7,9.1,5.1,0.1,59580,931,29041,332,24.9,3499.47394,54,53.55,44.2,63.8,38.91817618,15.8400085,23.73603084,2,52.78234507,42.84652992,0.066249544,6667.360167
"Fort Smith, Arkansas",87891,536,48.8214695,51.1785305,13.7,70.4,6.7,1.1,4.3,0,5.6,29.4,18.1,23.6,9.9,19,82.3,11.5,0.4,1.8,1.8,2.3,85.3,9.9,4.6,0.2,40932,1755,23916,921,19,2182.293395,60.9,72.98,49.9,71.9,40.82496408,14.32262016,20.81212622,2,65.2530412,27.5556153,0.126011666,2231.449353
"Ogden, Utah",87773,1230,50.2013511,49.7986489,17.9,76.7,1,0.6,1.1,0.2,4.8,32.9,14,25.3,10.4,17.4,80.4,10.4,1.8,1.3,1.5,4.6,77.3,18.7,3.9,0.1,62036,966,25275,421,22,4805.014239,46.9,19.81,35.6,58.2,46.61580919,11.06833853,5.800999844,2,47.31358553,27.20046096,0.093251577,3018.6923
"Fayetteville, Arkansas",87590,625,49.9988823,50.0011177,16.5,71.9,3.4,0.8,2.4,2,4.9,37.5,16.1,22.8,9.5,14.2,80,12.4,0.7,2.1,1.3,3.5,79.4,14.8,5.7,0.1,47452,1026,26371,783,21.5,4805.014239,57.8,58.4,47.2,68.5,47.78338562,10.72659483,25.49479231,2,50.66637349,40.75933595,0.093424135,2601.884396
"Waukegan, Illinois",86075,1370,49.9444978,50.0555022,21.1,62.8,6.6,0.1,7.1,0,6.3,42.3,15.3,24.8,5.9,11.6,77,8,4.4,2.8,1.2,6.5,85.7,9.7,4.4,0.3,82613,942,42388,513,30,2161.510981,49.6,43.57,40.7,58.5,40.93841142,12.18981633,1.267303707,1,36.1646679,56.37025567,0.059006246,9452.044362
"Bloomington, Indiana",85755,1424,49.8525298,50.1474702,3.3,84.1,3,0.2,6.3,0,6.3,43.3,19.9,21.6,5.4,9.7,72.5,9.2,3.9,7.4,2.9,4.1,74.1,20.3,5.6,0,45689,1794,26738,938,18.7,1247.166665,53.4,47.62,43.3,63.5,51.99243503,11.27557714,21.24820618,3,35.22770041,58.53491634,0.067523656,3226.198362
"Duluth, Minnesota",85618,461,50.2241705,49.7758295,1.6,91.4,1.6,1.8,1.1,0,5.1,35.6,21.1,22.5,9.8,11,78.8,8.8,2.3,4.9,1.4,3.9,81.3,14.1,4.4,0.1,50936,923,29197,569,19.8,890.0850089,38.6,25.42,27.4,49.7,37.94402879,17.29647173,37.11456055,2,39.6986355,51.38762876,0.087951207,3981.807252
"Santa Fe, New Mexico",84683,625,48.7262226,51.2737774,51.2,42.9,0.6,2.5,1.2,0.1,5.5,44.2,19.3,21.9,8,6.7,78,8.9,1.4,2.3,1.6,7.9,66.9,21.3,11.5,0.3,57945,1544,35801,882,22.3,2676.233014,50.9,11.44,36.2,65.5,32.49796362,19.78210698,25.16057432,3,20.06327519,71.10479604,0.092413014,3705.556338
"Kennewick, Washington",84347,1186,50.0910623,49.9089377,20.8,71.6,1.4,0.6,2.5,0.1,6,39.4,16.3,21.2,11.3,11.8,81.2,10.7,1,1.7,1.1,4.2,78.4,17.3,4.3,0.1,63001,1568,30511,603,21.8,2676.233014,53.1,5.44,41.4,64.9,42.36370714,13.3746447,10.57102245,2,58.97259675,32.93888313,0.059196563,3961.066597
"Richland, Washington",58225,573,50.0910623,49.9089377,20.8,71.6,1.4,0.6,2.5,0.1,6,39.4,16.3,21.2,11.3,11.8,81.2,10.7,1,1.7,1.1,4.2,78.4,17.3,4.3,0.1,63001,1568,30511,603,21.8,1832.090574,53.1,5.44,41.4,64.9,42.36370714,13.3746447,10.57102245,2,58.97259675,32.93888313,0.051956915,3961.066597
"Troy, Michigan",84092,970,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,1832.090574,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.034516152,5714.547578
"Farmington Hills, Michigan",80612,935,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,1832.090574,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.023857223,5714.547578
"Rochester Hills, Michigan",74516,877,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,1832.090574,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.016101005,5714.547578
"Southfield, Michigan",72689,1068,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,1832.090574,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.053956,5714.547578
"Novi, Michigan",60896,777,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,1832.090574,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.026252258,5714.547578
"Pontiac, Michigan",59438,1154,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,1832.090574,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.064370158,5714.547578
"Royal Oak, Michigan",59277,1940,48.7358478,51.2641522,3.9,72.9,13.6,0.2,6.8,0,5.3,48.9,13.9,22.8,5.1,9.2,85.9,7.2,0.5,1.1,0.8,4.5,86.8,8.2,4.8,0.2,73369,548,40941,360,26.7,3483.301545,49.5,36.87,40.2,58.8,36.47445991,15.05381654,4.786661588,1,43.51443093,51.61943624,0.023196439,5714.547578
"Merced, California",83676,1390,50.5048805,49.4951195,58.2,28.8,3,0.3,7.3,0.1,14.6,23.4,19,21.6,19.1,17,78.8,10.8,1.2,2.1,3.7,3.4,76.6,16.6,6.7,0.1,46338,1301,20120,574,27,2396.066016,63.8,8.38,51.1,76.5,49.18094649,10.4663756,14.27326002,2,40.57833844,52.71581743,0.077224575,3867.897305
"Trenton, New Jersey",83203,4238,48.9318677,51.0681323,16.9,50.8,19.7,0,10.7,0,7.5,44.7,17.2,22.5,6.1,9.4,71.1,10.6,7.9,3.4,1.9,5,80,16,3.9,0.1,77027,1571,40064,694,28.3,2966.614976,55.2,45.41,44.9,65.5,39.53586759,13.72699077,3.482550414,2,29.51082547,66.93647822,0.060995434,9604.697926
"Franklin, Tennessee",83097,771,48.9307648,51.0692352,4.7,85.3,4.2,0.1,4,0,3.6,54.4,11.5,24.3,4.5,5.2,80.9,7.5,0.3,1,1.2,9,80.9,9.8,9.1,0.2,103543,1687,48482,1272,27.3,682.7934173,59.7,65.64,48.7,70.7,39.35714459,11.54756984,19.38618423,1,64.18684307,29.18293796,0.031239683,3650.73213
"Medford, Oregon",83072,1243,48.7678597,51.2321403,12.2,81.7,0.6,0.6,1.2,0.3,7.5,32.7,20.7,24.6,10.3,11.6,75.5,10,0.9,3.3,2.5,7.9,76.4,12.5,10.9,0.2,48688,1163,27081,704,18.7,6532.417942,51.4,24.95,40,62.8,35.33444594,20.18623528,20.0525575,3,49.27419576,40.65509892,0.127672695,4282.086719
"Sioux City, Iowa",82651,545,49.3139447,50.6860553,15.8,74.7,2.9,1.4,2.8,0.2,4.8,30,17.2,22.3,10.4,20.1,83.1,8.7,1,1.7,1.5,4,84.4,10.6,5,0.1,51350,1565,25699,839,17.8,2250.211391,48.8,23.85,38.4,59.1,42.97248745,13.65961768,17.45683749,3,56.56022691,37.07854888,0.089308024,3982.181981
"Lynchburg, Virginia",82168,647,46.9048551,53.0951449,3.7,62.7,28.3,0.2,2.7,0,7.4,37.9,22.4,21.9,6.7,11.1,74.6,11.3,3.3,5,2.2,3.7,83.6,12,4.3,0.1,41971,1414,22439,943,17.4,2523.459912,58.3,62.51,47.7,68.9,51.5167291,13.99276236,2.691615499,2,50.41069777,41.46785905,0.046451208,3001.489566
"Longview, Texas",81631,565,48.9181699,51.0818301,18.2,58.3,20.1,0.3,1.4,0.1,4.8,27.8,18.7,25.1,12,16.5,85.3,8.4,0.2,2,1.3,2.8,84.3,10.1,5.5,0.1,47970,1445,25144,748,20.4,1307.831134,65.2,52.94,54.3,76.2,42.89318073,14.11630152,13.36235932,3,68.89745862,27.9695322,0.104457369,4890.549927
"Warwick, Rhode Island",81004,893,48.3732898,51.6267102,4.4,89.5,1.3,0.1,2.5,0,6.1,38.4,17.9,25.4,8.2,10.1,86,8.6,1.1,0.9,0.4,2.9,82.2,13,4.8,0.1,69047,2197,37157,830,25.3,4094.529391,52,43.72,42.7,61.2,33.06769526,17.47934937,7.986374415,1,46.72102178,46.05316076,0.039436069,6169.683088
"Lake Charles, Louisiana",78396,674,48.7569999,51.2430001,3.2,68.2,24.6,0.3,1.4,0,6.6,30.6,21.1,22.5,12.6,13.2,86.1,8.2,0.3,1.5,1.8,2.1,80.9,14,5,0.1,48219,1329,26569,535,20.5,3774.725169,69.5,49.56,60,79,41.88548569,13.66404202,20.5002905,3,64.67864176,31.3850928,0.088309248,1996.317462
"Jonesboro, Arkansas",78394,377,48.7059456,51.2940544,4.9,77.3,13.4,0.2,1.1,0.1,6,34.3,17.1,22.4,9.6,16.5,82.2,11.3,0.2,2.3,0.7,3.3,80.1,13.4,6.2,0.2,45672,1662,25594,1217,18.5,1313.428602,60.3,62.08,51.1,69.4,44.47824735,12.84553478,32.16822372,3,64.35217721,29.62359093,0.08567653,2225.998029
"Napa, California",78130,1679,49.8641892,50.1358108,33.7,53.2,2,0.3,7.8,0.2,5.4,36.3,21.2,21.5,10.7,10.3,76.1,11.5,1.4,3.9,1.6,5.6,78.6,12.1,9.1,0.2,79637,1895,40632,883,24.1,2073.873729,61.2,16.57,47.9,74.5,36.91300427,17.00645491,13.40083819,3,28.36961481,63.87114645,0.038737322,6390.864099
"Layton, Utah",78014,1339,50.312111,49.687889,9.2,84.5,1.2,0.3,1.8,0.6,3.3,40.6,14.1,26.6,7.2,11.6,79.6,9.5,2.5,1.4,1.4,5.5,78,18,3.9,0.1,75961,1280,28293,463,22.5,2256.204229,50.5,18.55,39.8,61.1,49.41753823,9.115314068,0.919475723,2,44.95235205,20.79025511,0.042107413,3035.296133
"Warner Robins, Georgia",77617,805,48.6101596,51.3898404,6.6,57.5,29.7,0.3,3,0,7.8,35.2,18,23.9,11.4,11.5,86.2,10,0,0.6,1.3,1.9,66.2,29.7,3.9,0.1,55965,2162,26305,691,21.4,3207.36918,66.6,72.58,55.2,78,42.80694932,11.79787712,9.962115797,3,58.97235307,37.53890711,0.112381157,2791.085563
"Rapid City, South Dakota",77503,546,50.223813,49.776187,4.8,80.5,1.1,8,1.1,0.1,4.2,32.1,19.7,27.5,11.3,9.3,83,7.9,0.4,3.2,1.3,4.1,80.7,13.1,6,0.1,52245,1085,28910,771,17.3,2202.26172,46.2,15.18,33.3,59.1,39.83671643,15.37307312,20.80179895,3,62.42590537,29.47866703,0.08456525,4662.457442
"Bloomington, Illinois",77330,1100,48.6789316,51.3210684,4.7,79.8,8,0.1,5.1,0,3.9,43.4,16.9,25.1,5.8,8.8,80.6,9,1.6,4,1.2,3.6,82.7,13.4,3.8,0.1,64573,1837,32943,688,18,2202.26172,51.8,41.04,42.1,61.5,46.42374779,11.40810602,16.49682731,3,46.64245005,45.33851068,0.040803706,5725.674831
"Normal, Illinois",54469,1149,48.6789316,51.3210684,4.7,79.8,8,0.1,5.1,0,3.9,43.4,16.9,25.1,5.8,8.8,80.6,9,1.6,4,1.2,3.6,82.7,13.4,3.8,0.1,64573,1837,32943,688,18,3023.606744,51.8,41.04,42.1,61.5,46.42374779,11.40810602,16.49682731,3,46.64245005,45.33851068,0.044848991,5725.674831
"Gastonia, North Carolina",77273,577,48.2090549,51.7909451,6.6,73.6,15.5,0.4,1.5,0,8.3,30.4,17.4,24.3,9.8,18.2,85.3,9.3,0.3,0.8,1,3.3,84.1,10.8,4.9,0.1,46626,1212,24937,686,25.4,3415.666757,61.4,63.87,50.6,72.2,37.70950116,15.0174968,19.64762284,1,64.08520082,32.33088944,0.110571998,3261.240707
"Racine, Wisconsin",76760,1915,49.4513098,50.5486902,12.7,72.7,10.7,0.3,1.2,0,5.8,32.4,17.1,23.2,8.5,18.7,84.1,8.2,1.4,1.7,1.2,3.4,85.7,10.1,4.1,0.1,58334,1215,29582,535,24.2,1508.303453,48.3,43.75,39.4,57.2,38.0581199,14.72240895,12.2779006,3,49.51611018,45.16163301,0.066339697,5295.424917
"Scranton, Pennsylvania",76653,1169,48.4298924,51.5701076,6.7,86.6,2.6,0.1,2.5,0,5.4,35.1,17.2,24.8,8.3,14.7,80.8,10.4,0.9,3.3,0.8,3.7,82.8,12.2,4.8,0.2,48380,1117,27258,551,20.9,1556.78713,48.1,43.47,39.2,57,36.08208219,18.80040938,16.30548833,2,46.76770801,50.2464816,0.058452195,5172.523285
"Kalamazoo, Michigan",76200,1192,48.9731748,51.0268252,4.7,78,10.6,0.2,2.4,0,6.6,39.3,19,22.6,6.1,13,82.4,7.5,1.5,2.9,1.6,4.1,83.2,10.8,5.8,0.2,51945,978,29258,598,20.3,1652.151086,49.7,38.39,40.7,58.6,44.82125249,13.49587208,17.54716755,2,40.40728747,53.16589997,0.082043891,5004.356059
"Hammond, Indiana",75522,1282,48.3609375,51.6390625,18.4,54.5,23.9,0.2,1.3,0,8.5,30,19.1,23.5,9.5,17.8,83.8,7.9,2.8,1.2,1.7,2.6,85.5,11,3.4,0.1,52559,814,26590,389,28.3,2576.049634,50.7,39.45,41.1,60.2,39.49189092,14.59511781,3.96810516,1,37.58604408,58.11734301,0.073737517,3574.676809
"Gary, Indiana",74879,581,48.3609375,51.6390625,18.4,54.5,23.9,0.2,1.3,0,8.5,30,19.1,23.5,9.5,17.8,83.8,7.9,2.8,1.2,1.7,2.6,85.5,11,3.4,0.1,52559,814,26590,389,28.3,1323.63369,50.7,39.45,41.1,60.2,39.49189092,14.59511781,3.96810516,1,37.58604408,58.11734301,0.094406227,3574.676809
"Missoula, Montana",75516,845,50.4153864,49.5846136,3.1,89.8,0.4,2.5,1.4,0,6,39.3,20.2,23.3,9.4,7.8,72.5,8.6,2.1,5.3,5.6,5.9,76.4,16.5,7,0,49412,1947,29681,1069,18.1,5317.310713,41.7,28.37,30.6,52.8,42.24277416,13.55956181,22.32682824,3,37.58255494,53.27939463,0.095148328,4573.326871
"Pasco, Washington",75432,858,52.0432207,47.9567793,52.5,41.1,2,0.4,2.1,0.1,5.8,25.6,17.6,18,22.1,16.7,81.2,13.3,0.6,0.9,0.7,3.4,81.5,13.5,4.8,0.1,60275,1817,22125,694,21.5,3867.751428,52.4,7.4,40.5,64.3,50.9076415,8.092472384,13.3336745,2,55.67453626,37.46205734,0.045076499,4049.92785
"Iowa City, Iowa",75130,1133,49.4810455,50.5189545,5.5,79.6,6.3,0.2,6.2,0.1,3.3,47,17.8,20.8,5.2,9.2,68,8.6,5.9,9.3,4,4.2,68.9,26.5,4.5,0.1,59965,1839,33039,914,18.9,2430.621781,49.4,34.81,39.6,59.2,50.16266918,9.817190823,18.53654437,3,27.35118274,65.24564596,0.054026245,4998.477388
"Flagstaff, Arizona",75038,438,49.2386702,50.7613298,13.9,54.3,1.2,25.8,1.8,0.1,8.3,36.5,22.7,22.5,8.4,9.9,70,11.4,1.5,8.6,3.8,4.8,71.5,23.5,4.7,0.2,53523,2500,25722,1041,18.4,3855.745038,54.5,9.12,39.6,69.4,48.94614092,10.87394252,31.46606557,3,35.30710558,54.20179312,0.080422047,2938.537019
"St. Joseph, Missouri",74875,656,50.1504054,49.8495946,6.4,83.8,5.4,0.2,1,0.2,5.7,28,19.5,23.5,8.1,21,83.5,10.7,0.8,1.5,1.2,2.3,84.1,11.3,4.6,0.1,48652,1906,24271,804,17.4,4162.84754,53.5,39.94,43,64,40.35788179,14.63848348,13.3720474,3,59.78855268,33.68854988,0.123138833,2508.072074
"Appleton, Wisconsin",74098,1156,49.8766968,50.1233032,4.2,88.1,1.2,1.6,3.4,0,3.1,34,14.6,24,9,18.4,85.3,6.5,0.8,2.3,1.4,3.8,86.4,9.4,4.1,0.2,61523,1090,30858,623,19.8,2103.343275,45.9,38.54,36.8,55,39.44796176,13.10623271,24.73867399,3,53.14271104,40.57506285,0.03626699,4708.115461
"Bismarck, North Dakota",73529,827,50.0346425,49.9653575,2.2,89.9,1.7,3.7,0.7,0,1.8,39.6,16,23.3,11.7,9.4,85,8.7,0.3,1.5,0.9,3.7,77.1,17.8,5,0,67308,1651,36483,859,17.2,1969.089047,42.1,14.59,31,53.2,40.06183746,14.34518551,18.54799036,3,67.80466454,22.67867192,0.027570443,4043.643359
"Woodbury, Minnesota",72828,805,49.4890011,50.5109989,3.9,83.7,4.1,0.3,5.4,0.1,3.5,46,14.7,23.1,6.5,9.8,83.3,7.5,2.3,1,0.8,5.1,83.2,12.7,4,0.1,89598,1707,41591,678,25.8,4107.415244,45.3,32.02,36.3,54.3,38.61705763,12.84005709,14.46820304,1,44.66876972,46.51159566,0.03752886,4175.241621
